0, 0
0.023528294,6.38E-16
0.067646586,-0.026119403
0.105895595,-0.05659204
0.147119447,-0.108830846
0.197223968,-0.200248756
0.229662169,-0.269900498
0.259191311,-0.356965174
0.291673367,-0.452736318
0.318300759,-0.561567164
0.341960618,-0.652985075
0.3626968,-0.753109453
0.383411054,-0.840174129
0.407114769,-0.957711443
0.436746239,-1.105721393
0.460457263,-1.22761194
0.484153668,-1.34079602
0.507879311,-1.471393035
0.528644729,-1.588930348
0.555315976,-1.723880597
0.579005073,-1.832711443
0.599726636,-1.924129353
0.623430351,-2.041666667
0.655992808,-2.185323383
0.679689213,-2.298507463
0.70926221,-2.411691542
0.744719108,-2.529228856
0.77723771,-2.646766169
0.812709226,-2.77300995
0.851104419,-2.890547264
0.892394053,-2.981965174
0.921915886,-3.064676617
0.954339468,-3.125621891
0.98967211,-3.169154229
1.024990133,-3.2039801
1.07204672,-3.230099502
1.119081381,-3.243159204
1.16313389,-3.230099502
1.201317117,-3.221393035
1.248278685,-3.190920398
1.286418057,-3.156094527
1.339241598,-3.116915423
1.377410207,-3.099502488
1.415556887,-3.069029851
1.462518456,-3.038557214
1.503647288,-3.03420398
1.556536612,-3.03420398
1.609455173,-3.051616915
1.656497142,-3.069029851
1.682949113,-3.073383085
1.732900142,-3.073383085
1.768123145,-3.051616915
1.803346149,-3.029850746
1.838554534,-2.999378109
1.870810005,-2.960199005
1.882475478,-2.907960199
1.914665166,-2.82960199
1.938083822,-2.777363184
1.955567413,-2.690298507
1.984818805,-2.611940299
2.008186297,-2.529228856
2.043204643,-2.385572139
2.072390252,-2.268034826
2.089844607,-2.163557214
2.124833716,-2.002487562
2.148142734,-1.884950249
2.186113994,-1.75
2.209466867,-1.65858209
2.224004853,-1.567164179
2.244455977,-1.497512438
2.282427237,-1.362562189
2.314565761,-1.253731343
2.337933252,-1.1710199
2.370086395,-1.070895522
2.387591913,-0.996890547
2.419759674,-0.905472637
2.443127165,-0.822761194
2.451825106,-0.753109453
2.486901925,-0.644278607
2.504422062,-0.5789801
2.53371,-0.52238806
2.551259374,-0.474502488
2.571739734,-0.422263682
2.59515839,-0.370024876
2.618577046,-0.31778607
2.642024939,-0.282960199
2.674287719,-0.248134328
2.703619513,-0.217661692
2.733017089,-0.226368159
2.771229553,-0.235074627
2.79771807,-0.26119403
2.818344614,-0.2960199
2.844855059,-0.335199005
2.874376891,-0.417910448
2.909753388,-0.487562189
2.927470873,-0.539800995
2.951072259,-0.596393035
2.962913152,-0.648631841
2.980623328,-0.696517413
3,-0.735696517
